"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62"
85 0.23555 0.057913 0.073275 0.063907 0.081326 0.10476 0.134178 0.117987 0.114977 0.072368 0.065518 0.101261 0.090987 0.04749 0.08024 0.04042 0.06187 0.0559396 0.0773917 0.0428888 0.066509 0.1692 0.19413 0.16114 0.133923 0.12917 0.166468 0.16114 0.11232 0.14012 0.15295 0.148276 0.089179 0.130102 0.069918 0.077687 0.127595 0.114836 0.067738 0.09724 0.075517 0.123739 0.066473 0.03559 0.27978 0 0 0 0 0.113841 0.077446 0.110757 0.338549 0.26062 0.280322 0.096218 0.143179 0.122079 0.072836 0.104559 0.16114
86 0.26568 0.065119 0.080076 0.071815 0.088863 0.116409 0.146709 0.126843 0.12438 0.081137 0.073493 0.110424 0.099122 0.05413 0.08781 0.04582 0.06782 0.0627591 0.0847935 0.0490175 0.0744187 0.18146 0.20937 0.17282 0.144297 0.13938 0.178392 0.17282 0.1212 0.15027 0.16609 0.158359 0.097468 0.139315 0.07657 0.085078 0.137967 0.12417 0.075347 0.105792 0.08195 0.132695 0.070175 0.03972 0.3025 0 0 0 0 0.122415 0.086376 0.122797 0.367217 0.301064 0.304497 0.10431 0.155147 0.132174 0.081018 0.113755 0.17282
87 0.30302 0.073136 0.08737 0.080682 0.096958 0.12927 0.160333 0.136307 0.134466 0.090907 0.082318 0.119894 0.107577 0.0617 0.09609 0.05219 0.07434 0.0699435 0.0943216 0.0560458 0.0839599 0.19439 0.22563 0.18513 0.155124 0.15001 0.191021 0.18513 0.13045 0.16098 0.17955 0.168937 0.106452 0.148714 0.08387 0.093189 0.148744 0.13387 0.084023 0.115671 0.088703 0.142 0.073892 0.044041 0.32761 0 0 0 0 0.131575 0.096337 0.136043 0.397746 0.345335 0.330364 0.112816 0.168208 0.143179 0.090348 0.124377 0.18513
88 0.34669 0.081991 0.095169 0.090557 0.105631 0.143445 0.175124 0.146397 0.145274 0.101721 0.092017 0.129609 0.116316 0.0704 0.10517 0.05928 0.0815 0.0770216 0.101914 0.0632215 0.093439 0.20816 0.243 0.19825 0.166468 0.16114 0.204573 0.19825 0.14012 0.17239 0.19327 0.180129 0.116226 0.158486 0.091935 0.10215 0.160081 0.144073 0.09382 0.12698 0.095781 0.151656 0.077791 0.048501 0.35383 0 0 0 0 0.141352 0.107303 0.15059 0.43016 0.393903 0.357972 0.122079 0.182461 0.155147 0.100882 0.136537 0.19825
89 0.39586 0.091577 0.103455 0.101307 0.114858 0.15904 0.191151 0.157153 0.156841 0.113454 0.102491 0.139643 0.125394 0.08096 0.11511 0.06734 0.08935 0.0854361 0.113095 0.0703395 0.10497 0.22308 0.26144 0.21246 0.178392 0.17282 0.219368 0.21246 0.15027 0.18475 0.20729 0.192208 0.126893 0.168709 0.101354 0.112616 0.172066 0.154859 0.104594 0.139452 0.10319 0.161661 0.08206 0.053047 0.38241 0 0 0 0 0.151775 0.119154 0.16642 0.464464 0.447646 0.387359 0.132174 0.19803 0.168208 0.112467 0.149949 0.21246
90 0.45455 0.101758 0.112208 0.112759 0.124612 0.176161 0.208485 0.168604 0.169202 0.125936 0.113605 0.150099 0.134887 0.0931 0.126 0.07651 0.09796 0.0952068 0.1207108 0.0776935 0.1143591 0.23955 0.28099 0.22814 0.191021 0.18513 0.235822 0.22814 0.16098 0.19838 0.22177 0.205495 0.138577 0.179452 0.11175 0.124167 0.184785 0.166307 0.116265 0.152931 0.110934 0.172016 0.08688 0.057633 0.40988 0 0 0 0 0.162879 0.131682 0.183408 0.500645 0.50773 0.418551 0.143179 0.215035 0.182461 0.125016 0.164442 0.22814
91 0.53247 0.112395 0.121402 0.124733 0.134861 0.194913 0.227192 0.180783 0.182389 0.138997 0.125227 0.161082 0.144873 0.10647 0.13792 0.08727 0.10741 0.1055215 0.1284853 0.085828 0.1247292 0.25806 0.30173 0.24577 0.204573 0.19825 0.254438 0.24577 0.17239 0.21371 0.23698 0.220333 0.151192 0.190489 0.123076 0.136751 0.198016 0.178214 0.128751 0.16726 0.119017 0.182721 0.092417 0.062214 0.44335 0 0 0 0 0.174694 0.144604 0.199769 0.538669 0.543067 0.451557 0.155147 0.232983 0.19803 0.138442 0.179849 0.24577
92 0.63426 0.123349 0.131017 0.137054 0.145575 0.215399 0.247332 0.193724 0.196431 0.152469 0.137222 0.172699 0.155429 0.1211 0.15098 0.09906 0.11777 0.1176157 0.1389316 0.0942675 0.1325577 0.27923 0.32364 0.26593 0.219368 0.21246 0.275822 0.26593 0.18475 0.23124 0.25345 0.237268 0.165077 0.201681 0.13563 0.1507 0.211622 0.19046 0.141973 0.182281 0.127445 0.193775 0.098826 0.066805 0.47788 0 0 0 0 0.187254 0.157618 0.216605 0.578479 0.583391 0.486372 0.168208 0.252545 0.215035 0.15266 0.196001 0.26593
93 0.73418 0.134486 0.14103 0.149552 0.156727 0.237714 0.26896 0.207446 0.211355 0.166187 0.149462 0.185049 0.166629 0.13857 0.16528 0.11227 0.12913 0.1322245 0.1502272 0.1042955 0.1466181 0.30376 0.34666 0.2893 0.235822 0.22814 0.300669 0.2893 0.19838 0.25147 0.27211 0.256875 0.180401 0.212986 0.149577 0.166197 0.225563 0.203007 0.155931 0.198392 0.136223 0.20518 0.106254 0.071626 0.50847 0 0 0 0 0.200585 0.170433 0.233662 0.619994 0.630071 0.52297 0.182461 0.273878 0.232983 0.167668 0.213325 0.2893
94 0.85714 0.145689 0.151422 0.162079 0.16829 0.261943 0.292118 0.221962 0.227186 0.180008 0.161834 0.198219 0.178537 0.15795 0.18093 0.128 0.1416 0.1462507 0.1624412 0.1150503 0.158572 0.33249 0.371 0.31666 0.254438 0.24577 0.330696 0.31666 0.21371 0.2749 0.2959 0.279802 0.197349 0.226535 0.165103 0.183448 0.242116 0.217904 0.170677 0.2157 0.145354 0.216934 0.114501 0.076932 0.55172 0 0 0 0 0.214704 0.182799 0.250693 0.66311 0.684645 0.561307 0.19803 0.297152 0.252545 0.183524 0.231936 0.31666
95 1 0.156846 0.162179 0.174492 0.180245 0.288153 0.316834 0.237316 0.243947 0.193795 0.174228 0.212291 0.191214 0.17998 0.19808 0.14641 0.15527 0.1626539 0.1756482 0.1264029 0.1737468 0.3688 0.39621 0.35124 0.275822 0.26593 0.370645 0.35124 0.23124 0.30303 0.32996 0.30884 0.216129 0.241164 0.182419 0.202688 0.260096 0.234086 0.186213 0.233606 0.154845 0.229038 0.123276 0.082952 0.61538 0 0 0 0 0.229639 0.194509 0.267491 0.707697 0.753865 0.601315 0.215035 0.322553 0.273878 0.200229 0.251189 0.35124
96 0 0.167841 0.173279 0.186647 0.192565 0.316391 0.343122 0.253487 0.261659 0.207411 0.186535 0.227346 0.204721 0.20594 0.21686 0.16835 0.17027 0.1810076 0.1899291 0.1371851 0.1895589 0.42059 0.44719 0.40056 0.300669 0.2893 0.433488 0.40056 0.25147 0.34336 0.38455 0.35179 0.23697 0.256204 0.201757 0.224174 0.27604 0.248436 0.202538 0.25151 0.164699 0.241491 0.132579 0.089696 0.8 0 0 0 0 0.245402 0.205379 0.283905 0.753601 0.757326 0.642906 0.232983 0.349505 0.297152 0.217783 0.270441 0.40056
97 0 0.178563 0.184706 0.198403 0.205229 0.346674 0.370973 0.271569 0.280342 0.220718 0.198646 0.243467 0.21912 0.23015 0.23742 0.18672 0.18672 0.1999287 0.205371 0.147791 0.205371 0.51284 0.54826 0.48842 0.330696 0.31666 0.549249 0.48842 0.2749 0.40979 0.4802 0.42848 0.258059 0.27248 0.222044 0.246715 0.293282 0.263954 0.219655 0.268815 0.174921 0.254295 0.14241 0.097025 1 0 0 0 0 0.262528 0.21524 0.299852 0.800647 0.798937 0.685967 0.252545 0.378865 0.322553 0.236188 0.289048 0.48842
98 0 0.189604 0.196946 0.210337 0.218683 0.378986 0.400352 0.293138 0.300015 0.234236 0.211102 0.260903 0.234735 0.25194 0.25994 0.20477 0.20477 0.2191843 0.2220684 0.1592878 0.2220684 0.70156 0.72467 0.66815 0.370645 0.35124 0.750796 0.66815 0.30303 0.52262 0.65798 0.56225 0.280237 0.290163 0.243899 0.270999 0.312003 0.280803 0.237713 0.285277 0.185517 0.267448 0.152769 0.104941 0 0 0 0 0 0.282354 0.223947 0.315296 0.848638 0.886325 0.730365 0.273878 0.410875 0.349505 0.255605 0.30675 0.66815
99 0 0.201557 0.210484 0.223027 0.233371 0.413266 0.431199 0.318434 0.320696 0.248485 0.224445 0.279903 0.251889 0.27912 0.2846 0.22457 0.22457 0.2407379 0.2401233 0.1717446 0.2401233 1 1 1 0.433488 0.40056 1 1 0.34336 0.70855 1 0.75284 0.304679 0.309125 0.268185 0.297983 0.332393 0.299154 0.256712 0.301298 0.19649 0.280951 0.163656 0.113444 0 0 0 0 0 0.305786 0.231387 0.330207 0.897361 0.969804 0.775943 0.297152 0.445768 0.378865 0.276035 0.323976 1
100 0 0.215013 0.225806 0.237051 0.249741 0.4494 0.463415 0.347873 0.342402 0.263985 0.239215 0.300716 0.270906 0.31072 0.31161 0.24628 0.24628 0.2596462 0.2596462 0.1817103 0.2596462 0 0 0 0.549249 0.48842 0 0 0.40979 1 0 0.75284 0.33163 0.329825 0.295187 0.327986 0.35465 0.319185 0.276427 0.317238 0.207846 0.294803 0.17507 0.122532 0 0 0 0 0 0.333154 0.237467 0.344556 0.946589 1 0.822527 0.322553 0.48383 0.410875 0.297233 0.341116 0
101 0 0.230565 0.243398 0.252985 0.268237 0.487216 0.49687 0.382434 0.36515 0.281255 0.255953 0.323592 0.292111 0.34118 0.34118 0.2701 0.2701 0.2807563 0.2807563 0.1981795 0.2807563 0 0 0 0.750796 0.66815 0 0 0.52262 0 0 0.75284 0.361361 0.352455 0.325225 0.361361 0.378984 0.341086 0.296629 0.333461 0.21959 0.309006 0.187013 0.132207 0 0 0 0 0 0.365154 0.244834 0.358628 0.996083 0 0.869923 0.349505 0.524301 0.445768 0.318956 0.35856 0
102 0 0.248805 0.263745 0.271406 0.289305 0.526477 0.531389 0.42281 0.388956 0.300815 0.275201 0.34878 0.315826 0.37357 0.37357 0.29622 0.29622 0.3035828 0.3035828 0.2190084 0.3035828 0 0 0 1 1 0 0 0.70855 0 0 0.75284 0.394167 0.37722 0.358897 0.398774 0.405613 0.365052 0.317093 0.35033 0.231725 0.323558 0.199483 0.142468 0 0 0 0 0 0.402622 0.254498 0.371685 1 0 0.917925 0.378865 0.568365 0.48383 0.34096 0.376699 0
103 0 0.270326 0.287334 0.292893 0.313391 0.566872 0.566757 0.52404 0.439806 0.323185 0.2975 0.376529 0.342377 0.40904 0.40904 0.32488 0.32488 0.3282651 0.3282651 0.2420264 0.3282651 0 0 0 0 0 0 0 1 0 0 0.75284 0.430366 0.406205 0.395843 0.439825 0.43678 0.393102 0.338505 0.368542 0.244258 0.33846 0.212481 0.153316 0 0 0 0 0 0.446479 0.266044 0.38304 0 0 1 0.410875 0.616382 0.524301 0.364586 0.396884 0
104 0 0.295719 0.314649 0.318023 0.34094 0.608017 0.602714 0.591116 0.466881 0.348885 0.32339 0.407088 0.372086 0.44788 0.44788 0.35632 0.35632 0.3549543 0.3549543 0.2674637 0.3549543 0 0 0 0 0 0 0 0 0 0 0.75284 0.471522 0.441497 0.43836 0.487067 0.474728 0.427255 0.361016 0.387855 0.257192 0.353712 0.226008 0.16475 0 0 0 0 0 0.497094 0.279055 0.392003 0 0 0 0.445768 0.668696 0.568365 0.389996 0.418855 0
105 0 0.325576 0.346177 0.347373 0.372398 0.649459 0.638956 0.670358 0.495076 0.378434 0.353414 0.440707 0.405278 0.49042 0.49042 0.3908 0.3908 0.3838133 0.3838133 0.2955744 0.3838133 0 0 0 0 0 0 0 0 0 0 0.75284 0.519196 0.485182 0.487816 0.542018 0.521701 0.469531 0.383597 0.407224 0.270533 0.369313 0.240062 0.17677 0 0 0 0 0 0.557578 0.293116 0.397886 0 0 0 0.48383 0.725745 0.616382 0.41518 0.440585 0
106 0 0.360491 0.382403 0.38152 0.40821 0.690674 0.675143 0.775525 0.524406 0.412352 0.388111 0.477634 0.442277 0.537 0.537 0.42862 0.42862 0.4150187 0.4150187 0.3266396 0.4150187 0 0 0 0 0 0 0 0 0 0 0.75284 0.57495 0.539343 0.545886 0.60654 0.579939 0.521945 0.405217 0.425599 0.284285 0.385264 0.254644 0.189377 0 0 0 0 0 0.630737 0.307811 0.4 0 0 0 0.524301 0.786495 0.668696 0.438126 0.460043 0
107 0 0.401054 0.423813 0.421042 0.448823 0.731092 0.710898 0.833333 0.554886 0.45116 0.428023 0.51812 0.483406 0.58801 0.58801 0.47011 0.47011 0.4487611 0.4487611 0.3609698 0.4487611 0 0 0 0 0 0 0 0 0 0 0.75284 0.640345 0.606069 0.614309 0.682566 0.651687 0.586518 0.424846 0.441935 0.298454 0.401566 0.269753 0.20257 0 0 0 0 0 0.722942 0.322725 0.4 0 0 0 0.568365 0.852659 0.725745 0.456824 0.4752 0
108 0 0.44786 0.470893 0.466516 0.494681 0.770105 0.745822 1 0.587554 0.495376 0.473692 0.562412 0.528989 0.64387 0.64387 0.51562 0.51562 0.485247 0.485247 0.3989082 0.485247 0 0 0 0 0 0 0 0 0 0 0.75284 0.716944 0.687444 0.694885 0.772094 0.739187 0.665268 0.444368 0.457553 0.313042 0.418216 0.285391 0.216349 0 0 0 0 0 0.804429 0.337441 0.4 0 0 0 0.616382 0.924666 0.786495 0.471493 0.48567 0
109 0 0.501498 0.524128 0.51852 0.546231 1 1 0 0.624586 0.545521 0.525658 0.610761 0.579351 0.70505 0.70505 0.56553 0.56553 0.5246993 0.5246993 0.4408339 0.5246993 0 0 0 0 0 0 0 0 0 0 1 0.806309 0.785555 0.789474 0.877193 0.844683 0.760215 0.464469 0.47315 0.328057 0.435217 0.301557 0.230715 0 0 0 0 0 0.916667 0.351544 0.4 0 0 0 0.668696 1 0.852659 0.483473 0.492807 0
110 0 0.562563 0.584004 0.577631 0.603917 0 0 0 0.670361 0.602115 0.584462 0.663417 0.634814 0.77204 0.77204 0.62029 0.62029 0.5673592 0.5673592 0.4871661 0.5673592 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0.482325 0.486745 0.343502 0.452567 0.31825 0.245667 0 0 0 0 0 1 0.364617 0.4 0 0 0 0.725745 0 0.924666 0.492436 0.497189 0
111 0 0.631645 0.651007 0.644427 0.668186 0 0 0 0.733619 0.665676 0.650646 0.720626 0.695704 0.8454 0.8454 0.68035 0.68035 0.6134875 0.6134875 0.5383679 0.6134875 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.49511 0.496356 0.359382 0.470267 0.335472 0.261205 0 0 0 0 0 0 0.376246 0.4 0 0 0 1 0 1 0.498054 0.499394 0
112 0 0.709338 0.725622 0.719484 0.739483 0 0 0 0.831839 0.736725 0.72475 0.78264 0.762343 0.92575 0.92575 0.74623 0.74623 0.6633662 0.6633662 0.594951 0.6633662 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0.375701 0.488317 0.353221 0.27733 0 0 0 0 0 0 0.386015 0.4 0 0 0 0 0 0 0.5 0.5 0
113 0 0.796233 0.808336 0.80338 0.818254 0 0 0 1 0.815782 0.807316 0.849708 0.835056 1 1 0.81849 0.81849 0.7173002 0.7173002 0.657481 0.7173002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0.392465 0.506717 0.371499 0.294041 0 0 0 0 0 0 0.393507 0.4 0 0 0 0 0 0 0.5 0.5 0
114 0 0.892923 0.899633 0.896693 0.904945 0 0 0 0 0.903367 0.898885 0.922077 0.914167 0 0 0.89776 0.89776 0.7756192 0.7756192 0.7265831 0.7756192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0.409679 0.525466 0.390304 0.311338 0 0 0 0 0 0 0.398308 0.4 0 0 0 0 0 0 0.5 0.5 0
115 0 1 1 1 1 0 0 0 0 1 1 1 1 0 0 0.98471 0.98471 0.8386798 0.8386798 0.8029478 0.8386798 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0.427347 0.544565 0.409637 0.329222 0 0 0 0 0 0 0.4 0.4 0 0 0 0 0 0 0.5 0.5 0
116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.9068674 0.9068674 0.8873386 0.9068674 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0.445474 0.564014 0.429498 0.347692 0 0 0 0 0 0 0.4 0.4 0 0 0 0 0 0 0.5 0.5 0
117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9805989 0.9805989 0.9805989 0.9805989 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0.464064 0.583813 0.449887 0.366748 0 0 0 0 0 0 0.4 0.4 0 0 0 0 0 0 0.5 0.5 0
118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0.483123 0.603962 0.470804 0.386391 0 0 0 0 0 0 0.4 0.4 0 0 0 0 0 0 0.5 0.5 0
119 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.5 1 1 0.492248 0.40662 0 0 0 0 0 0 0.4 0.4 0 0 0 0 0 0 0.5 0.5 0
120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0.514221 0.427435 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0
121 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.536722 0.448837 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.55975 0.470825 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.583306 0.493399 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
124 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.607391 0.516559 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.632003 0.540307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
